Height (m asl),RH (%),Latitude (º),Longitude (º),Pressure (mb),Temperature (K),Wind Direction (º),Wind Speed (m/s)
8828.551448,38.9027,40.08906616,-105.2950964,328.972015,239.614365,168.8653097,9.53952194
8832.303788,38.9386635,40.08914542,-105.2951214,328.7926,239.586639,168.9419764,9.554502264
8836.318294,38.8507652,40.08922394,-105.2951461,328.584747,239.559769,169.023076,9.570737568
8839.913679,38.7590561,40.08930684,-105.2951677,328.407867,239.533478,169.108066,9.588126889
8842.480228,38.8347359,40.08939492,-105.2951855,328.308838,239.506912,169.1965298,9.606568853
8844.713054,39.08434,40.08948341,-105.2952024,328.227539,239.479782,169.2879243,9.625923603
8847.41145,39.59555,40.08956684,-105.295223,328.070648,239.452026,169.381238,9.646022228
8850.167697,40.1831245,40.08964967,-105.295245,327.9413,239.424149,169.4750963,9.66669891
8852.884412,40.3728561,40.08973586,-105.2952664,327.847046,239.396866,169.568175,9.687809791
8856.502932,39.93836,40.08982504,-105.2952844,327.65448,239.368835,169.6593577,9.70922263
8859.376792,38.95516,40.08991899,-105.2953031,327.508728,239.33931,169.7473757,9.730836009
8861.471796,37.8021622,40.09001465,-105.2953233,327.427917,239.310242,169.830595,9.752591527
8862.986363,36.7818565,40.09010919,-105.2953507,327.314331,239.283661,169.9071622,9.774479309
8864.03918,36.3016548,40.09020274,-105.2953849,327.27652,239.259048,169.9750517,9.79649547
8870.14868,37.60028,40.09037416,-105.2954211,327.018555,239.2079,170.076486,9.840729681
8875.826224,38.1049232,40.09044903,-105.2954262,326.718567,239.17923,170.1065164,9.862820664
8881.045027,38.2518425,40.09052465,-105.2954389,326.495972,239.153168,170.1209143,9.884854924
8885.115294,38.1305351,40.09060441,-105.2954582,326.3275,239.133987,170.1186073,9.906801202
8888.389668,37.8216743,40.09068688,-105.2954801,326.1739,239.119843,170.0989966,9.928581818
8891.00674,37.518013,40.0907732,-105.295501,326.05307,239.10614,170.0621057,9.950095215
8893.482143,37.35306,40.09086274,-105.2955196,325.9436,239.08989,170.0082158,9.971287612
8896.192075,37.34584,40.09095338,-105.2955373,325.81778,239.0694,169.9374966,9.992157739
8899.18965,37.4477577,40.09104456,-105.295554,325.6622,239.042709,169.850051,10.01273798
8902.106764,37.64877,40.09113658,-105.2955689,325.528351,239.008881,169.7462698,10.03306971
8904.949436,38.0464134,40.09122844,-105.2955839,325.403,238.970947,169.6271476,10.05320435
8907.782614,38.80416,40.09131959,-105.2956003,325.276367,238.93576,169.4941689,10.07318294
8910.794202,39.7424126,40.09140885,-105.2956192,325.130859,238.908,169.3488316,10.09298896
8913.853555,40.6439323,40.09149734,-105.2956395,324.9849,238.885,169.1925487,10.11250771
8916.890881,41.3394,40.09158567,-105.2956586,324.854065,238.861267,169.0270774,10.13155981
8919.909372,41.9371223,40.0916733,-105.2956765,324.719147,238.836823,168.8547705,10.14999675
8922.877876,42.67648,40.09176043,-105.2956939,324.568237,238.8154,168.6781151,10.16777
8925.390251,43.3683167,40.09184803,-105.2957132,324.445679,238.795929,168.4993676,10.18491476
8927.3858,43.6853676,40.09193979,-105.2957346,324.357727,238.773209,168.3207921,10.20147389
8929.310194,43.7274323,40.0920331,-105.2957606,324.285034,238.745422,168.1449648,10.21746637
8931.670952,43.67489,40.09212297,-105.2957933,324.174438,238.715149,167.9745051,10.23292658
8934.510587,43.6761169,40.09220963,-105.2958302,324.0356,238.684143,167.8116381,10.24793259
8937.645041,43.96996,40.0922992,-105.2958649,323.875122,238.652832,167.6581782,10.2625492
8940.584891,44.6181335,40.09238961,-105.2958988,323.735382,238.622818,167.5157714,10.27679336
8943.157456,45.4854546,40.0924839,-105.2959291,323.6463,238.596344,167.3860446,10.29067298
8946.263502,46.2564926,40.09258115,-105.295953,323.4973,238.5743,167.2705527,10.30424167
8949.911017,46.7875481,40.09267868,-105.2959728,323.311859,238.556244,167.1704988,10.31763374
8953.693339,47.0249329,40.09277139,-105.2959961,323.158081,238.540726,167.0864175,10.33107107
8957.722078,47.0296249,40.09285708,-105.296026,322.971832,238.525284,167.0183159,10.3447912
8961.678314,47.09358,40.09293727,-105.2960616,322.758026,238.507919,166.9660475,10.35898668
8964.764416,47.32314,40.09301871,-105.296099,322.6275,238.48703,166.9294221,10.37379271
8967.429924,47.5962219,40.09310546,-105.2961345,322.527985,238.462524,166.9081555,10.38932866
8970.460031,47.7826958,40.09319688,-105.2961659,322.3874,238.436951,166.9018283,10.40572002
8974.077328,47.9177246,40.09329153,-105.2961939,322.2165,238.413239,166.909742,10.42306871
8978.032852,48.0646057,40.09338574,-105.2962223,322.029877,238.390259,166.9306912,10.44141744
8981.799886,48.2305565,40.09347542,-105.2962528,321.8458,238.365631,166.9631027,10.46080656
8984.848041,48.3257027,40.09356235,-105.2962839,321.7062,238.340652,167.0053945,10.4813345
8987.14973,48.16725,40.09364892,-105.2963146,321.6052,238.317947,167.0559172,10.50312323
8989.19376,47.79972,40.09373612,-105.2963428,321.5258,238.294632,167.1126188,10.52626156
8991.543583,47.4868469,40.09382476,-105.2963653,321.421082,238.264954,167.173259,10.55076645
8994.519198,47.4444122,40.09391533,-105.2963827,321.269348,238.228241,167.2360575,10.5765847
8997.640126,47.6441956,40.09400743,-105.2963994,321.1154,238.1904,167.2997418,10.60363416
9000.581506,47.89156,40.09410127,-105.2964188,320.9845,238.156387,167.3631071,10.63184667
9003.265499,48.09371,40.09419757,-105.2964406,320.877258,238.12619,167.4249635,10.66114916
9006.084706,48.2847443,40.09429654,-105.296463,320.741058,238.096634,167.484262,10.69142726
9008.905606,48.4417076,40.09439582,-105.2964873,320.610229,238.066,167.5398606,10.72251213
9011.793098,48.48924,40.09449341,-105.2965147,320.472229,238.035538,167.5904117,10.75418517
9014.623666,48.43654,40.09458747,-105.2965453,320.347351,238.00943,167.6348259,10.78616142
9017.514659,48.36217,40.09467873,-105.2965777,320.221252,237.9915,167.6727078,10.81809777
9020.543018,48.3068352,40.09477154,-105.2966095,320.08,237.98143,167.704069,10.84970494
9023.630412,48.2622375,40.09486792,-105.2966401,319.9287,237.973312,167.7287703,10.88079237
9026.558425,48.2557945,40.09496664,-105.29667,319.7949,237.959381,167.7463457,10.9111631
9029.367315,48.32324,40.09506484,-105.2967,319.6772,237.934921,167.7562255,10.94054236
9032.324342,48.4337959,40.09516324,-105.2967286,319.545227,237.900681,167.7581411,10.96868013
9035.565666,48.5144539,40.09526228,-105.2967555,319.389435,237.861969,167.7524267,10.9954396
9038.888941,48.5167274,40.09536126,-105.2967817,319.2339,237.827988,167.7400019,11.02076226
9042.06857,48.3682175,40.0954587,-105.296809,319.0948,237.8082,167.7219561,11.04458088
9045.054446,48.03431,40.09555505,-105.2968367,318.960144,237.804977,167.6990399,11.06679282
9047.891893,47.5424728,40.09565164,-105.2968632,318.8216,237.8097,167.6715705,11.08726621
9050.412384,46.9813156,40.09575106,-105.2968869,318.708557,237.808914,167.63971,11.10582509
9052.796988,46.6868172,40.09585467,-105.2969082,318.6105,237.793777,167.6039579,11.12225129
9055.39656,46.8956642,40.09595843,-105.2969311,318.4887,237.763,167.5652917,11.13638021
9058.223205,47.3926773,40.09605942,-105.2969582,318.348175,237.722519,167.5248247,11.1482072
9061.050855,47.9372635,40.09615833,-105.2969879,318.226166,237.6826,167.4833133,11.15787743
9063.976827,48.3479347,40.09625623,-105.2970179,318.094269,237.651367,167.4412042,11.16558168
9067.017038,48.4948158,40.09635434,-105.2970482,317.952362,237.627487,167.3989858,11.17149513
9070.111917,48.4849968,40.09645279,-105.2970795,317.813019,237.602875,167.3573737,11.17574615
9073.289464,48.5301781,40.09655011,-105.2971115,317.6706,237.573334,167.3170179,11.17844098
9076.557638,48.775322,40.09664628,-105.2971441,317.525421,237.5413,167.2783352,11.17970103
9079.834194,49.1190872,40.09674278,-105.2971773,317.3722,237.510071,167.241947,11.17968148
9082.895923,49.3911362,40.09684029,-105.2972111,317.228,237.48175,167.2088612,11.17855502
9085.616822,49.4696541,40.09693941,-105.2972456,317.1028,237.4567,167.1801296,11.17652267
9088.044278,49.3764725,40.09704076,-105.2972805,316.9962,237.432312,167.1566817,11.17381316
9090.565801,49.29082,40.09714354,-105.297314,316.891418,237.405365,167.1396526,11.17065732
9093.547289,49.3127251,40.09724588,-105.2973449,316.752716,237.375381,167.1303121,11.16728795
9096.931818,49.377285,40.09734749,-105.2973728,316.5938,237.34407,167.1296289,11.163938
9100.495185,49.4435768,40.09744815,-105.2973978,316.429047,237.3118,167.1381921,11.16081635
9103.932674,49.4944344,40.09754787,-105.2974207,316.267181,237.281067,167.1566122,11.15806166
9107.000541,49.4645767,40.09764711,-105.2974432,316.141357,237.254913,167.1858362,11.15572682
9110.003007,49.42213,40.09774488,-105.2974662,316.00528,237.232864,167.2270437,11.15379043
9113.045479,49.43735,40.09784079,-105.2974909,315.856842,237.208679,167.281279,11.1522072
9116.132638,49.5621223,40.09793451,-105.2975168,315.724762,237.179718,167.3491778,11.15094358
9119.428552,49.76711,40.09802565,-105.2975438,315.578369,237.1513,167.4309975,11.14999847
9122.981118,49.95552,40.09811589,-105.2975728,315.413971,237.1216,167.5268291,11.14939131
9126.713557,50.0989075,40.09820723,-105.2976041,315.238647,237.088074,167.6366684,11.14912629
9130.378645,50.2417831,40.0983009,-105.2976383,315.072845,237.0574,167.7603139,11.14915834
9133.866995,50.42213,40.09839707,-105.2976749,314.93222,237.029,167.8973019,11.14939062
9137.526739,50.64772,40.09849426,-105.2977114,314.7594,236.99855,168.0470413,11.14968687
9141.059953,50.8735352,40.09859367,-105.2977454,314.58548,236.971237,168.2090837,11.14985043
9144.137815,51.0034256,40.09869658,-105.2977758,314.4578,236.944885,168.3830442,11.14962491
9147.010571,51.03294,40.0988008,-105.2978039,314.328033,236.916122,168.5682334,11.14874286
9149.92005,51.0769844,40.0989029,-105.2978314,314.1888,236.885315,168.7635697,11.14695075
9152.974404,51.1953239,40.09900225,-105.2978587,314.066742,236.853241,168.9679375,11.14397655
9156.467858,51.3596039,40.09909866,-105.2978843,313.912781,236.818649,169.1804954,11.1395392
9160.283457,51.5338478,40.09919315,-105.2979074,313.725281,236.788223,169.4004564,11.133457
9163.884604,51.7016335,40.09928797,-105.2979272,313.5439,236.7682,169.6265404,11.12567511
9166.7414,51.77807,40.09938667,-105.2979453,313.424561,236.746277,169.856772,11.11615208
9169.32232,51.8011475,40.09948853,-105.2979632,313.338776,236.7125,170.0889024,11.10474484
9172.492981,51.90419,40.09959081,-105.2979807,313.188,236.675171,170.3208711,11.09124436
9176.370362,52.1157265,40.09969227,-105.2979971,312.996948,236.643784,170.5510485,11.07547269
9180.473118,52.3113937,40.09979357,-105.2980143,312.814026,236.613937,170.7781819,11.05733002
9184.50456,52.43178,40.09989524,-105.2980346,312.636139,236.580429,171.0010829,11.03677247
9188.258217,52.5700951,40.09999744,-105.2980576,312.474243,236.544357,171.2183452,11.013771
9191.635462,52.75236,40.1001011,-105.2980804,312.306122,236.507217,171.4285382,10.98829731
9194.500682,52.9538231,40.10020554,-105.2981021,312.184082,236.4733,171.6306016,10.96037748
9197.222876,53.1404648,40.10030846,-105.2981228,312.0711,236.442841,171.8239482,10.93014405
9200.227848,53.27152,40.10040949,-105.2981414,311.9391,236.410721,172.0081181,10.89780078
9203.628413,53.4090424,40.10050754,-105.2981589,311.784546,236.378342,172.182489,10.86355714
9207.400107,53.5367737,40.10060115,-105.2981752,311.588623,236.345627,172.3464981,10.8275975
9210.836572,53.5745735,40.10069372,-105.2981886,311.446564,236.309418,172.5002274,10.7900983
9214.16881,53.65619,40.10078455,-105.2981987,311.318,236.273041,172.6444109,10.7512375
9217.767759,53.8592949,40.10087334,-105.298205,311.150452,236.236328,172.7797748,10.71118238
9221.550797,54.1085434,40.10096131,-105.2982077,310.963135,236.1987,172.9068251,10.67009589
9225.108214,54.3785172,40.10105017,-105.2982097,310.809143,236.164368,173.0262619,10.62817028
9228.382582,54.57431,40.10114065,-105.2982149,310.674225,236.13179,173.1390961,10.58563375
9231.700203,54.6653824,40.10123195,-105.2982251,310.524963,236.097961,173.2463681,10.54269279
9235.046671,54.6655655,40.10132445,-105.2982406,310.363556,236.064316,173.3492231,10.49953353
9238.157646,54.5954437,40.10142052,-105.2982605,310.228424,236.032562,173.4491518,10.45638137
9241.127959,54.4620476,40.10151916,-105.2982838,310.104156,236.002182,173.5477937,10.41353362
9244.21517,54.36642,40.10161738,-105.2983081,309.947632,235.9707,173.6464539,10.37129553
9247.192428,54.35461,40.1017148,-105.2983328,309.823578,235.935287,173.7462151,10.32991091
9250.345283,54.37111,40.10181071,-105.2983555,309.697937,235.8967,173.848394,10.28957397
9253.980651,54.3239174,40.10190355,-105.2983734,309.523621,235.859268,173.9547179,10.25047435
9257.769179,54.15861,40.10199409,-105.2983857,309.341583,235.825027,174.0671266,10.21280755
9261.35941,54.0400467,40.10208394,-105.2983942,309.1845,235.794083,174.1874927,10.17674096
9264.722023,54.1365,40.10217437,-105.2983995,309.049957,235.764236,174.3171675,10.14238687
9268.269328,54.4343452,40.10226384,-105.2984012,308.891846,235.7328,174.4567514,10.10977179
9272.025191,54.8657761,40.1023513,-105.2984022,308.712,235.699478,174.6063397,10.0788255
9275.753013,55.265213,40.10243822,-105.298406,308.546051,235.664948,174.7660003,10.04946251
9279.374443,55.5346069,40.10252526,-105.2984148,308.3941,235.630264,174.936005,10.0216871
9283.061208,55.7066078,40.10261107,-105.2984288,308.2267,235.595367,175.1166163,9.995607001
9286.705294,55.83362,40.1026956,-105.2984464,308.0624,235.560059,175.3076535,9.971332041
9290.245372,56.03106,40.10278001,-105.2984651,307.905975,235.5255,175.5082859,9.948902758
9293.721039,56.2564926,40.10286476,-105.2984831,307.754028,235.492783,175.7173151,9.928314299
9297.090481,56.4199944,40.10294981,-105.2984993,307.602753,235.461227,175.9336446,9.909564214
9300.281107,56.5032539,40.10303569,-105.2985131,307.4608,235.429062,176.1563377,9.892650994
9303.306336,56.4917259,40.10312276,-105.2985246,307.320831,235.3972,176.3844739,9.877522661
9306.116562,56.49239,40.10321105,-105.298534,307.19342,235.365143,176.6170448,9.864093363
9308.838336,56.65275,40.10330024,-105.2985413,307.085449,235.3372,176.8530393,9.852270318
9311.933185,57.0230255,40.10338913,-105.2985453,306.94516,235.311737,177.0914689,9.841966927
9315.4144,57.4457779,40.10347829,-105.2985468,306.7846,235.285782,177.3313463,9.833096041
9318.966739,57.6065941,40.10356946,-105.2985456,306.624481,235.256134,177.5717632,9.825587565
9322.725974,57.46815,40.10366073,-105.2985431,306.45575,235.223114,177.8119853,9.819365068
9326.446278,57.33763,40.10375221,-105.2985405,306.2976,235.1876,178.0513052,9.81433974
9330.213326,57.40675,40.10384124,-105.2985403,306.148224,235.152267,178.28885,9.810454342
9334.251389,57.52376,40.10392537,-105.2985424,305.957672,235.118942,178.5238487,9.8076985
9338.082461,57.48828,40.10400848,-105.2985442,305.7498,235.088226,178.7560353,9.806108018
9340.864804,57.298275,40.10409784,-105.2985426,305.662079,235.06041,178.9856339,9.805719586
9343.59058,57.2388573,40.10418827,-105.2985416,305.554138,235.034119,179.2127535,9.806555829
9346.773992,57.484375,40.10427705,-105.2985434,305.399658,235.007965,179.436926,9.808640789
9350.304072,57.7544174,40.10436455,-105.2985484,305.247223,234.9821,179.6571795,9.812049025
9354.068718,57.7852745,40.1044516,-105.2985555,305.063446,234.958191,179.8725951,9.816888056
9357.695359,57.5383949,40.1045406,-105.2985626,304.901428,234.937271,180.0828134,9.82325157
9361.000395,57.16125,40.10463206,-105.2985675,304.770935,234.918823,180.2881891,9.831170115
9364.477539,56.81166,40.10472335,-105.2985685,304.627777,234.899857,180.4896358,9.840631855
9368.434144,56.53654,40.10481247,-105.2985662,304.443542,234.8774,180.6883797,9.851612644
9372.651006,56.387352,40.10489954,-105.2985619,304.240234,234.850388,180.8855413,9.864085119
9376.533289,56.29313,40.10498548,-105.2985577,304.087769,234.819687,181.0816457,9.878024617
9380.289644,56.2801247,40.10507149,-105.2985513,303.9132,234.78981,181.2765316,9.893400854
9384.000551,56.3536377,40.10515699,-105.2985426,303.746857,234.760208,181.4696107,9.910175219
9387.612314,56.55428,40.10524166,-105.2985323,303.596527,234.7259,181.6602717,9.928309533
9391.587052,56.92712,40.10532373,-105.2985232,303.43454,234.685242,181.8480658,9.94776777
9396.174213,57.3985939,40.10540399,-105.2985175,303.217621,234.640732,182.0327075,9.96850489
9400.998835,57.90986,40.10548501,-105.2985152,302.983765,234.596588,182.2140306,9.990443032
9405.321912,58.3165779,40.105571,-105.298514,302.830017,234.554184,182.3918543,10.01344248
9409.844805,58.5724831,40.10565832,-105.2985157,302.623383,234.512955,182.5659271,10.03727205
9414.20409,58.7534981,40.10574889,-105.2985179,302.4192,234.47377,182.7359174,10.06164725
9418.214719,58.9069824,40.10584252,-105.2985193,302.2468,234.437469,182.9014003,10.08628018
9422.022611,58.96352,40.10593818,-105.2985194,302.088165,234.403488,183.0618568,10.11090354
9425.752608,58.90168,40.10603538,-105.2985169,301.92514,234.372864,183.2168922,10.13524122
9429.574378,58.7622528,40.10613224,-105.2985104,301.753479,234.346909,183.3661217,10.15902763
9433.43195,58.60057,40.10622851,-105.2984992,301.569275,234.322647,183.5089215,10.18204862
9437.150881,58.4537849,40.10632529,-105.2984854,301.416077,234.2953,183.6446023,10.20412532
9441.002404,58.176403,40.10642053,-105.2984714,301.27182,234.262665,183.7729528,10.22505022
9445.515726,57.6547241,40.1065111,-105.2984586,301.054352,234.22818,183.8942377,10.24460611
9450.037356,57.0571671,40.10659987,-105.2984458,300.847565,234.194672,184.0086197,10.26264852
9454.192967,56.5795326,40.10668896,-105.2984332,300.6688,234.161163,184.1157554,10.27910948
9457.897222,56.453434,40.10678055,-105.298421,300.5114,234.126068,184.2151376,10.29391835
9461.290471,56.6089668,40.10687654,-105.2984081,300.3704,234.089951,184.3066632,10.30695575
9464.759774,56.8949738,40.10697458,-105.2983938,300.218,234.055618,184.390846,10.31811482
9468.425994,57.1820831,40.10707169,-105.2983803,300.0461,234.0242,184.4684559,10.32737073
9472.206329,57.29488,40.10716736,-105.2983682,299.88562,233.993683,184.5399744,10.33481822
9476.123515,57.27901,40.10726174,-105.2983577,299.7233,233.9608,184.6054825,10.34064653
9480.324601,57.3378,40.10735467,-105.2983503,299.5339,233.9235,184.6650119,10.34506394
9484.531231,57.5425758,40.10744702,-105.2983451,299.3478,233.884033,184.7188603,10.34823273
9488.581861,57.8281479,40.10753853,-105.2983401,299.16925,233.8461,184.767521,10.35029583
9492.315965,58.21383,40.10763014,-105.2983324,299.015,233.810486,184.8116015,10.3514497
9495.969063,58.6609154,40.10772196,-105.2983218,298.855072,233.776367,184.8518734,10.35193025
9499.533142,59.031,40.10781384,-105.2983087,298.696045,233.740234,184.8891711,10.3519435
9503.045576,59.1772537,40.10790544,-105.2982936,298.5436,233.701859,184.9242519,10.35165578
9506.61387,59.0462837,40.10799581,-105.2982791,298.390442,233.668716,184.9578447,10.35129237
9510.314903,58.79849,40.10808503,-105.2982686,298.2315,233.639481,184.9906277,10.35115583
9514.102092,58.6111221,40.10817437,-105.2982629,298.069946,233.607742,185.0230858,10.3515107
9517.945603,58.51735,40.10826556,-105.2982598,297.893921,233.575516,185.0553756,10.35250317
9521.519677,58.62284,40.10836031,-105.2982545,297.7331,233.540634,185.0873869,10.35419976
9524.691263,58.8674126,40.10845808,-105.2982436,297.606659,233.500153,185.1189393,10.35662757
9527.770631,59.1600075,40.1085563,-105.2982284,297.478027,233.464233,185.1501022,10.3597989
9531.006027,59.380497,40.10865276,-105.2982113,297.326965,233.437378,185.1810964,10.36373694
9534.373406,59.458477,40.10874697,-105.2981935,297.179,233.405167,185.211827,10.36847896
9537.902877,59.5701866,40.10883924,-105.2981761,297.031,233.358841,185.2418375,10.37402457
9541.733564,59.8258858,40.10893055,-105.2981599,296.871277,233.313675,185.2706418,10.38029731
9545.934134,60.0845337,40.10902037,-105.2981474,296.684448,233.285645,185.2980636,10.38717066
9550.170029,60.2081528,40.1091091,-105.2981399,296.488129,233.268036,185.324138,10.39458418
9554.180343,60.11307,40.10919878,-105.2981358,296.319153,233.24791,185.3488154,10.40257073
9558.231459,59.821064,40.10928975,-105.2981325,296.153259,233.22345,185.3719052,10.41112801
9562.496448,59.4645538,40.10938179,-105.2981269,295.9821,233.19693,185.3931109,10.42011435
9567.256252,59.14512,40.10947494,-105.2981156,295.777985,233.16713,185.4118575,10.42926394
9572.219567,59.0064354,40.10956786,-105.2980994,295.528839,233.134232,185.4273056,10.43827614
9576.304361,59.1092262,40.10965905,-105.2980848,295.352356,233.100784,185.4389061,10.44688685
9579.465875,59.39744,40.10975075,-105.298073,295.248383,233.065247,185.4466662,10.45491881
9582.65844,59.81214,40.1098459,-105.2980606,295.103729,233.023438,185.4508809,10.46227706
9586.121458,60.25821,40.10994302,-105.2980473,294.948059,232.973267,185.4516132,10.46890011
9590.023405,60.662796,40.1100406,-105.2980309,294.778473,232.911392,185.4486568,10.47469253
9594.357677,61.1303864,40.1101373,-105.2980121,294.586548,232.835037,185.4418267,10.47956141
9598.956464,61.81341,40.110232,-105.2979952,294.3934,232.7538,185.4310093,10.48348574
9603.83723,62.53297,40.11032603,-105.2979811,294.1858,232.686691,185.4160451,10.4864569
9608.929416,62.8423424,40.11042042,-105.2979696,293.965485,232.643692,185.3967138,10.48842952
9614.017417,62.4194756,40.11051479,-105.2979602,293.7479,232.622421,185.3729417,10.48931608
9619.034358,61.3217239,40.11060854,-105.297952,293.5292,232.613144,185.3449315,10.48906965
9623.803333,59.98544,40.11070165,-105.2979432,293.322876,232.5996,185.3131807,10.48774869
9628.313728,58.9484024,40.11079439,-105.297933,293.140472,232.573563,185.2784908,10.48545198
9632.822848,58.45249,40.11088641,-105.2979227,292.949463,232.542,185.2419135,10.48219532
9637.365743,58.4632072,40.11097756,-105.2979137,292.7409,232.508774,185.2043693,10.47795315
9641.623804,58.7611351,40.11106992,-105.2979047,292.560852,232.472717,185.1662646,10.47276423
9645.61732,59.1665573,40.11116518,-105.2978956,292.3928,232.4368,185.1273756,10.46674827
9649.472177,59.5860329,40.11126306,-105.2978865,292.22998,232.3983,185.0869508,10.46003743
9653.336479,59.9964371,40.11136128,-105.2978774,292.064117,232.354279,185.0440662,10.45275137
9657.250302,60.47744,40.11145711,-105.2978687,291.88916,232.313873,184.9982188,10.44502334
9661.218131,60.9343834,40.11154952,-105.2978602,291.720734,232.278015,184.9497159,10.43700334
9665.381783,61.27091,40.11163908,-105.29785,291.546539,232.238327,184.8995772,10.42880922
9669.793752,61.609005,40.1117274,-105.2978374,291.365479,232.196838,184.848874,10.42052745
9674.546968,62.0733833,40.11181456,-105.2978236,291.159027,232.154572,184.7983343,10.41224101
9679.378392,62.5959053,40.11190196,-105.2978096,290.9331,232.110764,184.7483926,10.40401831
9683.80685,62.97421,40.11199284,-105.2977949,290.752441,232.071625,184.6991363,10.39590784
9687.940946,63.2410469,40.11208764,-105.2977809,290.5936,232.034225,184.6500732,10.38798492
9692.431343,63.5020981,40.1121831,-105.2977686,290.400574,231.992752,184.6002409,10.38036499
9697.21131,63.6662674,40.11227967,-105.2977579,290.188019,231.952728,184.5483704,10.37320331
9701.977045,63.81585,40.1123772,-105.2977497,289.9835,231.9144,184.49323,10.36662298
9706.499194,63.93408,40.1124748,-105.297743,289.79425,231.870972,184.4340062,10.36065337
9710.747214,63.9824677,40.11256985,-105.2977378,289.601532,231.826172,184.3705092,10.35528936
9714.535997,64.085,40.11266235,-105.297733,289.459167,231.7839,184.3031125,10.35061411
9718.382081,64.25284,40.11275093,-105.2977288,289.296173,231.738937,184.2324332,10.34680426
9722.554883,64.38643,40.112838,-105.2977231,289.103363,231.691559,184.1588093,10.34403691
9726.884534,64.4453659,40.11292642,-105.2977152,288.9234,231.649277,184.0820281,10.34243217
9731.35838,64.5043,40.11301625,-105.2977057,288.744537,231.6142,184.0014492,10.34204488
9736.118022,64.57921,40.11310553,-105.2976961,288.5479,231.5784,183.916425,10.34286642
9740.97911,64.6957245,40.11319429,-105.297687,288.3144,231.536453,183.826727,10.34483839
9745.258738,64.90649,40.11328511,-105.2976788,288.135437,231.491821,183.7326637,10.34794204
9748.957774,65.182045,40.11337867,-105.2976719,288.0026,231.448746,183.6347199,10.35227316
9752.736452,65.45512,40.11347216,-105.2976661,287.839172,231.410721,183.5330528,10.3580208
9756.704029,65.6321945,40.11356606,-105.2976591,287.663,231.37355,183.4273406,10.36537342
9760.944783,65.81078,40.11366034,-105.2976495,287.473267,231.331879,183.3171062,10.37446265
9765.024628,66.10342,40.11375591,-105.297636,287.317017,231.291275,183.202218,10.38535577
9769.386207,66.41725,40.11384883,-105.2976218,287.140747,231.255051,183.08302,10.3980864
9773.896226,66.72313,40.11393833,-105.2976087,286.929962,231.220154,182.9601664,10.41270371
9777.996697,67.03198,40.11402772,-105.2975973,286.755,231.1831,182.8343962,10.42930189
9781.382352,67.28553,40.11411998,-105.2975879,286.6271,231.141876,182.7063107,10.4479603
9784.613164,67.55567,40.11421453,-105.2975834,286.474121,231.102463,182.5762975,10.46870432
9787.618382,67.9238358,40.11431199,-105.2975833,286.3554,231.070541,182.444687,10.49155485
9791.052613,68.39249,40.11440731,-105.2975879,286.22583,231.037949,182.3118735,10.51656486
9795.259674,68.83774,40.11449652,-105.2975946,286.050659,230.997055,182.1781463,10.54379057
9800.110235,69.23437,40.1145809,-105.2975992,285.822937,230.953384,182.0433449,10.5732499
9804.474012,69.5726,40.11466827,-105.2975965,285.62854,230.913727,181.906997,10.60486558
9807.989458,69.83678,40.11476106,-105.2975876,285.49,230.879333,181.7670415,10.63903995
9810.908953,70.048996,40.11485794,-105.2975771,285.384277,230.84491,181.6253915,10.67523935
9814.03631,70.16787,40.11495485,-105.2975685,285.258636,230.8004,181.4845915,10.71286849
9817.744033,70.1048355,40.11505026,-105.2975627,285.094849,230.750687,181.3514952,10.74997501
9821.951077,69.8573151,40.11514553,-105.2975601,284.887573,230.714188,181.2347027,10.78379202
9825.918189,69.41912,40.11524489,-105.2975594,284.733978,230.692581,181.1353921,10.8135927
9829.745185,68.77535,40.11534757,-105.2975606,284.580566,230.668945,181.035047,10.84478766
9833.837568,68.15702,40.11545119,-105.2975644,284.422424,230.6321,180.9155061,10.8828872
9838.319133,67.70299,40.11555379,-105.2975699,284.226685,230.583313,180.778603,10.9274879
9843.003729,67.38301,40.11565439,-105.2975745,284.013824,230.532959,180.6329738,10.97600648
9847.489276,67.15545,40.11575268,-105.2975768,283.834381,230.491486,180.4845225,11.02645845
9851.841014,67.00254,40.11584901,-105.2975758,283.667572,230.453583,180.3354789,11.07777605
9856.258331,66.90327,40.11594504,-105.2975709,283.487854,230.412186,180.1858932,11.12946731
9860.850999,66.91553,40.1160419,-105.2975641,283.2681,230.377853,180.0347171,11.18140412
9864.900674,67.0414047,40.11614322,-105.2975566,283.093323,230.35675,179.8815042,11.23339648
9868.330832,67.1397,40.1162476,-105.2975491,282.981445,230.336945,179.7265251,11.28528708
9871.94222,66.94902,40.11634938,-105.2975432,282.827148,230.30896,179.5701514,11.3370149
9875.921904,66.29091,40.11644721,-105.2975392,282.6378,230.276566,179.4122596,11.38848489
9879.939113,65.17597,40.11654311,-105.2975383,282.474548,230.245361,179.2522632,11.4394461
9884.211653,63.65919,40.11663981,-105.2975411,282.31366,230.214523,179.0897942,11.48948919
9888.865763,61.8820076,40.11673835,-105.2975486,282.121155,230.183411,178.9252662,11.53814102
9893.848902,60.2847,40.11684053,-105.2975595,281.8956,230.157913,178.7595259,11.58501325
9898.369633,59.3618469,40.11695047,-105.2975703,281.696167,230.138962,178.5932082,11.62985219
9902.206542,59.03514,40.11706827,-105.2975775,281.5518,230.115982,178.4268941,11.67248025
